time,x,y,z
11151742,-0.6536,-0.2394,9.6845
11151812,-0.6369,-0.2418,9.6869
11151882,-0.6345,-0.2346,9.6965
11151952,-0.6345,-0.2274,9.6965
11152022,-0.6393,-0.2155,9.7037
11152092,-0.6632,-0.2107,9.7109
11152162,-0.6680,-0.2346,9.7181
11152232,-0.6129,-0.2394,9.6822
11152302,-0.6081,-0.2562,9.6367
11152372,-0.6177,-0.2586,9.6582
11152442,-0.6177,-0.2586,9.6893
11152512,-0.6464,-0.2610,9.7037
11152582,-0.6416,-0.2562,9.7157
11152652,-0.6249,-0.2658,9.6893
11152722,-0.6345,-0.2658,9.6103
11152792,-0.6345,-0.2682,9.6367
11152862,-0.6081,-0.2849,9.6558
11152932,-0.6345,-0.2969,9.6869
11153002,-0.6057,-0.2801,9.7109
11153072,-0.6033,-0.3256,9.7252
11153142,-0.6153,-0.3136,9.7396
11153212,-0.6009,-0.3232,9.7372
11153282,-0.5962,-0.3472,9.7516
11153352,-0.5938,-0.3184,9.7109
11153422,-0.6081,-0.3424,9.7109
11153492,-0.5986,-0.3352,9.7013
11153562,-0.6153,-0.3376,9.7061
11153632,-0.6345,-0.3400,9.7205
11153702,-0.6536,-0.3328,9.7061
11153772,-0.6680,-0.3376,9.7468
11153842,-0.6704,-0.3208,9.7564
11153912,-0.7063,-0.3136,9.7636
11153982,-0.6967,-0.3065,9.7540
11154052,-0.6919,-0.2969,9.7037
11154122,-0.7063,-0.3017,9.6654
11154192,-0.6991,-0.2921,9.6702
11154262,-0.7159,-0.2849,9.6606
11154332,-0.7326,-0.2849,9.6438
11154402,-0.7398,-0.2969,9.6678
11154472,-0.7398,-0.3280,9.6486
11154542,-0.7302,-0.3352,9.6750
11154612,-0.7398,-0.3328,9.7085
11154682,-0.7542,-0.3328,9.7061
11154752,-0.7733,-0.3184,9.6151
11154822,-0.7925,-0.3328,9.6007
11154892,-0.7757,-0.3376,9.5768
11154962,-0.7709,-0.3400,9.5792
11155032,-0.7518,-0.3304,9.7061
11155102,-0.7494,-0.3304,9.7085
11155172,-0.7542,-0.3376,9.7157
11155242,-0.7470,-0.3304,9.7133
11155312,-0.7470,-0.3448,9.6965
11155382,-0.7446,-0.3352,9.7013
11155452,-0.7374,-0.3328,9.7037
11155522,-0.7230,-0.3472,9.7540
11155592,-0.6919,-0.3328,9.7157
11155665,-0.6752,-0.3496,9.6391
11155732,-0.6704,-0.3783,9.6462
11155802,-0.6488,-0.3711,9.6103
11155872,-0.6488,-0.3855,9.6127
11155942,-0.6249,-0.3759,9.6798
11156012,-0.6225,-0.3567,9.6798
11156082,-0.6297,-0.3615,9.6726
11156152,-0.6057,-0.3519,9.6750
11156222,-0.6081,-0.3400,9.6750
11156292,-0.5818,-0.3496,9.6510
11156362,-0.5938,-0.3472,9.6295
11156432,-0.6009,-0.3519,9.6319
11156501,-0.5962,-0.3663,9.6127
11156572,-0.6345,-0.3496,9.6319
11156642,-0.6105,-0.3567,9.6582
11156712,-0.6225,-0.3496,9.6845
11156782,-0.6273,-0.3304,9.7133
11156854,-0.6225,-0.3184,9.7205
11156922,-0.6416,-0.3041,9.6941
11156992,-0.6345,-0.3089,9.6822
11157062,-0.6369,-0.3136,9.6510
11157132,-0.6321,-0.3112,9.6558
11157202,-0.6105,-0.3041,9.6893
11157272,-0.5890,-0.3112,9.7013
11157342,-0.6057,-0.3160,9.7396
11157412,-0.5818,-0.3232,9.7133
11157482,-0.5818,-0.3256,9.6941
11157552,-0.6009,-0.3160,9.6917
11157623,-0.5962,-0.3160,9.6917
11157692,-0.5842,-0.3112,9.6845
11157762,-0.5890,-0.3160,9.6726
11157832,-0.6057,-0.3208,9.6798
11157902,-0.5890,-0.3136,9.6391
11157972,-0.6057,-0.3304,9.6079
11158042,-0.6249,-0.3448,9.6438
11158113,-0.6009,-0.3184,9.6223
11158182,-0.5986,-0.3112,9.6606
11158252,-0.6105,-0.2945,9.6367
11158322,-0.6105,-0.2753,9.6367
11158392,-0.6105,-0.2921,9.6151
11158462,-0.6129,-0.2825,9.6319
11158532,-0.6057,-0.2729,9.6917
11158602,-0.5890,-0.2538,9.6845
11158672,-0.6057,-0.2346,9.6893
11158742,-0.6129,-0.2610,9.6223
11158812,-0.6225,-0.2682,9.6462
11158882,-0.6321,-0.2801,9.6438
11158952,-0.6321,-0.2921,9.6726
11159022,-0.6488,-0.2729,9.6917
11159092,-0.6632,-0.2634,9.6822
11159162,-0.6752,-0.2538,9.6774
11159232,-0.6847,-0.2562,9.6750
11159302,-0.6752,-0.2490,9.6822
11159373,-0.6704,-0.2562,9.6750
11159443,-0.6800,-0.2825,9.6438
11159512,-0.6800,-0.2993,9.6415
11159582,-0.6943,-0.3256,9.7085
11159652,-0.7135,-0.3136,9.6941
11159722,-0.7278,-0.2969,9.7444
11159792,-0.7374,-0.2873,9.7516
11159862,-0.7350,-0.2801,9.6295
11159932,-0.7254,-0.2849,9.6295
11160002,-0.7230,-0.2873,9.6415
11160072,-0.7135,-0.2873,9.6271
11160142,-0.7159,-0.2825,9.6941
11160212,-0.7111,-0.2969,9.7157
11160282,-0.7111,-0.3089,9.6917
11160354,-0.7207,-0.3089,9.7324
11160422,-0.7135,-0.3112,9.7444
11160500,-0.7302,-0.3328,9.6989
11160562,-0.7278,-0.3352,9.6726
11160632,-0.7302,-0.3280,9.6415
11160702,-0.7494,-0.3256,9.6295
11160772,-0.7326,-0.2849,9.6989
11160842,-0.7398,-0.2873,9.7061
11160912,-0.7374,-0.2873,9.7252
11160982,-0.7254,-0.2873,9.7324
11161052,-0.7254,-0.3065,9.6965
11161122,-0.7159,-0.2993,9.7061
11161192,-0.7087,-0.3065,9.6845
11161262,-0.7183,-0.3017,9.6654
11161332,-0.7087,-0.2993,9.6654
11161402,-0.6752,-0.2921,9.6558
11161472,-0.7230,-0.2969,9.6798
11161542,-0.6967,-0.2897,9.7013
11161612,-0.6895,-0.2921,9.7013
11161683,-0.7111,-0.2801,9.7061
11161752,-0.6943,-0.2753,9.6893
11161822,-0.6991,-0.2921,9.6702
11161892,-0.7039,-0.2777,9.6630
11161962,-0.6967,-0.2945,9.6558
11162032,-0.6704,-0.2969,9.6486
11162102,-0.6823,-0.2969,9.6750
11162172,-0.6919,-0.3065,9.6917
11162242,-0.7230,-0.3304,9.6223
11162312,-0.7254,-0.3543,9.6415
11162382,-0.7087,-0.3472,9.6319
11162452,-0.7063,-0.3591,9.6199
11162522,-0.6991,-0.3448,9.7013
11162593,-0.7039,-0.3328,9.6989
11162662,-0.7183,-0.3376,9.6917
11162732,-0.7039,-0.3256,9.7013
11162802,-0.6967,-0.3160,9.6893
11162872,-0.6991,-0.2993,9.7013
11162942,-0.7039,-0.2921,9.7181
11163012,-0.7063,-0.2753,9.6678
11163082,-0.7015,-0.2897,9.6247
11163152,-0.7230,-0.3136,9.6223
11163222,-0.6967,-0.3136,9.5960
11163292,-0.7111,-0.3352,9.6319
11163362,-0.7302,-0.3280,9.6438
11163432,-0.7087,-0.3232,9.6295
11163502,-0.7374,-0.3232,9.6391
11163572,-0.7111,-0.3184,9.6558
11163642,-0.6847,-0.3184,9.7085
11163712,-0.6847,-0.2993,9.7013
11163782,-0.6776,-0.3065,9.6965
11163852,-0.6919,-0.2969,9.7492
11163922,-0.6823,-0.2705,9.7612
11163993,-0.7111,-0.2753,9.7731
11164062,-0.6967,-0.2729,9.7851
11164132,-0.6967,-0.2873,9.7444
11164202,-0.7087,-0.2945,9.7396
11164272,-0.6847,-0.2873,9.7300
11164342,-0.6823,-0.2921,9.7205
11164412,-0.6943,-0.2825,9.7085
11164482,-0.7087,-0.2921,9.6893
11164552,-0.7039,-0.3017,9.7205
11164622,-0.7230,-0.2897,9.6845
11164692,-0.7087,-0.3184,9.6199
11164762,-0.7159,-0.3424,9.6391
11164832,-0.7039,-0.3256,9.6079
11164902,-0.7039,-0.3376,9.6510
11164972,-0.7230,-0.3208,9.6462
11165042,-0.7111,-0.3160,9.6343
11165112,-0.7087,-0.3328,9.6271
11165182,-0.7015,-0.3184,9.6151
11165252,-0.7039,-0.3112,9.6965
11165322,-0.7111,-0.2993,9.6941
11165392,-0.7183,-0.3065,9.7085
11165462,-0.7446,-0.3232,9.7252
11165532,-0.7494,-0.3256,9.6917
11165602,-0.7350,-0.3208,9.6917
11165672,-0.7398,-0.3304,9.6845
11165741,-0.7183,-0.3112,9.7013
11165812,-0.7159,-0.3160,9.7037
11165882,-0.7326,-0.3136,9.7252
11165952,-0.7278,-0.2945,9.7085
11166022,-0.7254,-0.3065,9.6917
11166092,-0.7230,-0.3089,9.7157
11166162,-0.7015,-0.3304,9.6678
11166232,-0.6919,-0.3232,9.7731
11166302,-0.6680,-0.3136,9.7731
11166372,-0.7015,-0.3017,9.7731
11166442,-0.6943,-0.2897,9.8067
11166512,-0.6871,-0.2897,9.7229
11166582,-0.7135,-0.2777,9.7372
11166652,-0.6871,-0.2753,9.7372
11166722,-0.6895,-0.2777,9.7252
11166791,-0.6943,-0.2897,9.7205
11166862,-0.7039,-0.3065,9.6989
11166932,-0.6823,-0.3041,9.6941
11167002,-0.6823,-0.3041,9.7085
11167072,-0.7183,-0.3089,9.7420
11167142,-0.7278,-0.3136,9.7181
11167212,-0.7135,-0.3232,9.7252
11167282,-0.7326,-0.3232,9.6893
11167352,-0.7135,-0.2993,9.7181
11167422,-0.7207,-0.3089,9.7540
11167492,-0.7374,-0.3065,9.7540
11167562,-0.7326,-0.2969,9.7516
11167632,-0.7326,-0.3160,9.6845
11167702,-0.7254,-0.2969,9.6726
11167772,-0.7159,-0.2969,9.6678
11167842,-0.6967,-0.3017,9.6893
11167912,-0.7230,-0.3065,9.7229
11167982,-0.7278,-0.3208,9.6965
11168052,-0.7230,-0.3232,9.6893
11168122,-0.7446,-0.3352,9.6750
11168192,-0.7207,-0.3184,9.6462
11168262,-0.7183,-0.3136,9.6510
11168332,-0.7374,-0.3112,9.6774
11168402,-0.7302,-0.3041,9.6822
11168472,-0.7183,-0.3160,9.6774
11168542,-0.7087,-0.3136,9.7061
11168612,-0.7087,-0.3160,9.6630
11168682,-0.7135,-0.3160,9.6654
11168752,-0.7302,-0.3089,9.7420
11168822,-0.6895,-0.2993,9.7372
11168892,-0.7230,-0.3089,9.7564
11168962,-0.7039,-0.3041,9.7492
11169032,-0.6776,-0.2993,9.6941
11169102,-0.6847,-0.3017,9.6941
11169172,-0.6512,-0.2849,9.6941
11169246,-0.6369,-0.2801,9.7109
11169312,-0.6297,-0.2825,9.6702
11169382,-0.6440,-0.2873,9.6893
11169452,-0.6440,-0.2825,9.6654
11169522,-0.6752,-0.2729,9.6510
11169592,-0.6656,-0.2729,9.6510
11169662,-0.6704,-0.2705,9.6199
11169732,-0.6752,-0.2682,9.6606
11169802,-0.6704,-0.2777,9.6486
11169872,-0.7015,-0.2729,9.6367
11169942,-0.7087,-0.2586,9.6558
11170012,-0.6871,-0.2514,9.6415
11170082,-0.6632,-0.2538,9.6630
11170152,-0.6488,-0.2538,9.6774
11170222,-0.6393,-0.2705,9.6606
11170292,-0.6321,-0.2538,9.6534
11170362,-0.6488,-0.2514,9.5984
11170432,-0.6680,-0.2610,9.6534
11170502,-0.6608,-0.2658,9.6343
11170572,-0.6632,-0.3017,9.6247
11170642,-0.6464,-0.2801,9.7085
11170712,-0.6512,-0.2705,9.6893
11170781,-0.6416,-0.2610,9.6822
11170852,-0.6369,-0.2466,9.6822
11170922,-0.6512,-0.2729,9.6678
11170992,-0.6153,-0.2634,9.6367
11171062,-0.5890,-0.2873,9.6151
11171132,-0.5866,-0.3136,9.6774
11171202,-0.5243,-0.3017,9.6558
11171272,-0.5100,-0.3424,9.6774
11171342,-0.5148,-0.3400,9.6917
11171412,-0.4836,-0.3400,9.6391
11171482,-0.4980,-0.3543,9.6558
11171552,-0.4956,-0.3424,9.6486
11171622,-0.5004,-0.3496,9.6893
11171692,-0.5171,-0.3472,9.7061
11171762,-0.5483,-0.3424,9.6965
11171832,-0.5626,-0.3496,9.6343
11171902,-0.5914,-0.3567,9.6845
11171972,-0.5890,-0.3519,9.6630
11172042,-0.6009,-0.3496,9.6654
11172112,-0.6273,-0.3519,9.7300
11172182,-0.6225,-0.3472,9.6917
11172252,-0.6488,-0.3472,9.6822
11172322,-0.6704,-0.3543,9.6845
11172392,-0.6752,-0.3424,9.6845
11172462,-0.6919,-0.3232,9.6726
11172533,-0.7111,-0.3160,9.6965
11172602,-0.7207,-0.3184,9.6726
11172672,-0.7446,-0.3304,9.6199
11172742,-0.7111,-0.3639,9.6127
11172812,-0.7278,-0.3711,9.6343
11172882,-0.7111,-0.3807,9.6391
11172952,-0.6847,-0.3735,9.6798
11173022,-0.7207,-0.3567,9.6654
11173092,-0.7135,-0.3663,9.6558
11173162,-0.7159,-0.3591,9.6438
11173232,-0.7278,-0.3567,9.6558
11173302,-0.7374,-0.3519,9.6845
11173372,-0.7230,-0.3567,9.6654
11173443,-0.7494,-0.3567,9.6989
11173512,-0.7638,-0.3615,9.6965
11173582,-0.7518,-0.3472,9.6774
11173652,-0.7398,-0.3424,9.6630
11173722,-0.7542,-0.3687,9.6822
11173792,-0.7039,-0.3639,9.6510
11173862,-0.7063,-0.3807,9.6702
11173932,-0.7063,-0.3783,9.6151
11174002,-0.6704,-0.3543,9.6055
11174072,-0.6752,-0.3567,9.6295
11174142,-0.6440,-0.3543,9.6151
11174212,-0.6464,-0.3639,9.6965
11174282,-0.6297,-0.3687,9.6941
11174352,-0.6632,-0.3807,9.6917
11174423,-0.6321,-0.3831,9.7109
11174492,-0.6536,-0.3926,9.7252
11174562,-0.6752,-0.3926,9.6750
11174632,-0.6440,-0.3903,9.6893
11174702,-0.6919,-0.3950,9.6893
11174772,-0.6584,-0.3807,9.7037
11174842,-0.6560,-0.3783,9.7420
11174912,-0.6488,-0.3663,9.7851
11174982,-0.6225,-0.3615,9.7492
11175052,-0.6081,-0.3519,9.6917
11175122,-0.5866,-0.3519,9.6917
11175192,-0.6033,-0.3496,9.6438
11175262,-0.6057,-0.3424,9.6127
11175332,-0.5986,-0.3687,9.5792
11175402,-0.6153,-0.3711,9.6007
11175472,-0.5938,-0.3855,9.6055
11175542,-0.6153,-0.3783,9.6582
11175612,-0.6297,-0.3472,9.7205
11175682,-0.6440,-0.3376,9.7133
11175752,-0.6488,-0.3160,9.6893
11175822,-0.6201,-0.3041,9.6726
11175892,-0.6369,-0.2921,9.6534
11175962,-0.6369,-0.2729,9.6462
11176032,-0.6704,-0.2610,9.7061
11176102,-0.6823,-0.2634,9.7157
11176172,-0.7063,-0.2801,9.7252
11176242,-0.6919,-0.2969,9.7252
11176312,-0.6776,-0.2993,9.6654
11176382,-0.7087,-0.2801,9.6654
11176452,-0.6991,-0.2538,9.6582
11176522,-0.6823,-0.2370,9.6462
11176592,-0.6680,-0.2251,9.6415
11176662,-0.6488,-0.2370,9.6510
11176732,-0.6345,-0.2466,9.6869
11176802,-0.6249,-0.2586,9.6606
11176872,-0.6656,-0.2897,9.7061
11176942,-0.6680,-0.3089,9.7037
11177012,-0.6416,-0.3184,9.6869
11177082,-0.6656,-0.3112,9.6989
11177152,-0.6512,-0.2897,9.6822
11177223,-0.6416,-0.2753,9.6558
11177292,-0.6369,-0.2682,9.6151
11177362,-0.6488,-0.2634,9.6486
11177432,-0.6081,-0.2682,9.6630
11177502,-0.6081,-0.2873,9.6391
11177572,-0.6560,-0.3089,9.7109
11177642,-0.6249,-0.3112,9.6965
11177712,-0.6129,-0.3041,9.6702
11177782,-0.6369,-0.2825,9.6271
11177852,-0.6249,-0.2729,9.5888
11177922,-0.6393,-0.2705,9.5481
11177992,-0.6512,-0.2729,9.5672
11178062,-0.6416,-0.2753,9.6582
11178132,-0.6440,-0.2705,9.6558
11178202,-0.6464,-0.3160,9.7013
11178272,-0.6728,-0.3136,9.6462
11178342,-0.6393,-0.3089,9.6367
11178412,-0.6488,-0.3136,9.6582
11178482,-0.6345,-0.2729,9.6462
11178552,-0.6273,-0.2729,9.7109
11178622,-0.6512,-0.2753,9.6845
11178692,-0.6560,-0.2682,9.6630
11178762,-0.6488,-0.2562,9.6702
11178832,-0.6440,-0.2562,9.6295
11178902,-0.6488,-0.2586,9.6869
11178972,-0.6393,-0.2658,9.6845
11179042,-0.6488,-0.2897,9.7061
11179112,-0.6584,-0.2945,9.7396
11179182,-0.6464,-0.2993,9.7157
11179252,-0.6464,-0.2993,9.6079
11179322,-0.6728,-0.3017,9.6007
11179392,-0.6752,-0.3136,9.5864
11179462,-0.6919,-0.3256,9.5984
11179532,-0.6919,-0.3232,9.7013
11179602,-0.6895,-0.3160,9.6893
11179672,-0.7063,-0.3112,9.6822
11179742,-0.7135,-0.3089,9.6702
11179812,-0.7063,-0.3184,9.6774
11179882,-0.7039,-0.3208,9.6822
11179952,-0.7207,-0.3352,9.6845
11180022,-0.7111,-0.3448,9.7157
11180092,-0.7230,-0.3472,9.6941
11180162,-0.7207,-0.3711,9.6151
11180232,-0.7135,-0.3855,9.6295
11180302,-0.7230,-0.3663,9.6055
11180372,-0.7302,-0.3615,9.5768
11180442,-0.7350,-0.3424,9.6798
11180512,-0.7278,-0.3232,9.6630
11180582,-0.7230,-0.3376,9.7061
11180652,-0.7039,-0.3496,9.7803
11180722,-0.6728,-0.3567,9.7564
11180792,-0.6584,-0.3615,9.7659
11180862,-0.6560,-0.3591,9.7396
11180932,-0.6847,-0.3543,9.6989
11181002,-0.6871,-0.3591,9.7133
11181072,-0.6512,-0.3424,9.7252
11181142,-0.6895,-0.3519,9.7157
11181212,-0.6584,-0.3280,9.7157
11181282,-0.6752,-0.3136,9.7013
11181352,-0.7087,-0.3136,9.6965
11181422,-0.6967,-0.3065,9.6702
11181492,-0.7063,-0.3352,9.6798
11181562,-0.6895,-0.3208,9.6869
11181632,-0.7039,-0.3496,9.6726
11181702,-0.6871,-0.3424,9.7013
11181772,-0.6919,-0.3328,9.7085
11181842,-0.6991,-0.3424,9.6319
11181912,-0.6680,-0.3208,9.6438
11181983,-0.7015,-0.3448,9.6654
11182052,-0.6632,-0.3160,9.6486
11182122,-0.6800,-0.3448,9.6893
11182192,-0.6656,-0.3376,9.5984
11182262,-0.6345,-0.2945,9.5936
11182332,-0.6752,-0.3017,9.6031
11182402,-0.6728,-0.2945,9.6438
11182472,-0.7326,-0.3160,9.7157
11182542,-0.7566,-0.3519,9.6630
11182612,-0.8164,-0.2945,9.6869
11182682,-0.4693,-0.3017,9.6558
11182752,-0.6369,-0.5076,9.6438
11182822,-0.6680,-0.5626,9.6606
11182892,-0.5698,-0.6512,9.6534
11182962,-0.9218,-0.6608,9.6630
11183032,-0.7853,-0.4166,9.6750
11183102,-0.7566,-0.2897,9.6798
11183172,-0.7614,-0.2490,9.6965
11183242,-0.8667,-0.1939,9.7061
11183312,-0.8523,-0.1700,9.6534
11183382,-0.8835,-0.1628,9.6486
11183452,-0.9170,-0.1077,9.6103
11183522,-0.9146,-0.0934,9.6127
11183592,-0.9553,-0.0838,9.6869
11183662,-1.0654,-0.0958,9.8402
11183732,-1.0774,-0.2682,9.9503
11183802,-1.0582,-0.1963,10.0772
11183871,-0.8404,0.0575,9.9862
11183942,-1.0104,0.0646,9.8737
11184012,-1.2258,0.0838,9.8162
11184082,-0.3855,0.0694,9.7037
11184152,-0.0503,-0.0527,9.9000
11184222,1.5634,0.0694,9.4260
11184292,3.8666,0.3424,9.1866
11184362,5.0230,0.5483,9.3182
11184432,6.4883,1.3336,7.6327
11184502,7.2544,1.9441,6.2201
11184572,7.5202,2.7797,4.2114
11184642,7.6782,3.7661,1.2210
11184712,7.5250,4.1013,-0.2059
11184782,6.9192,4.6878,-1.9273
11184852,5.9496,5.2337,-3.4429
11184922,5.2433,5.5067,-4.2545
11184992,4.7764,5.7341,-5.3774
11185062,4.6902,5.8442,-5.6479
11185132,4.5490,5.9041,-6.6822
11185202,4.6064,5.8251,-7.0701
11185272,4.4963,5.8419,-7.1730
11185342,4.4341,5.8442,-7.4508
11185412,4.4676,5.7676,-6.9288
11185482,4.2377,5.8538,-7.0318
11185552,4.1324,5.7940,-6.9695
