'time','x','y','z'
796706,0.1915,-0.2298,9.7683
796754,0.2490,-0.1532,9.8258
796805,0.2107,-0.2107,9.8258
796855,0.2298,-0.1915,9.7875
796907,0.2298,-0.1532,9.8258
796954,0.2107,-0.2298,9.7683
797007,0.2107,-0.1724,9.7875
797054,0.2107,-0.2298,9.7683
797106,0.2490,-0.1724,9.7875
797155,0.1532,-0.1341,9.8450
797205,0.1149,-0.2682,9.8258
797255,0.2490,-0.1915,9.7875
797305,0.2107,-0.2107,9.7875
797355,0.1724,-0.1724,9.8258
797404,0.1915,-0.1915,9.7109
797454,0.1915,-0.1532,9.8258
797505,0.1724,-0.1724,9.8450
797554,0.2107,-0.1149,9.7875
797605,0.1724,-0.2107,9.7492
797656,0.1724,-0.1341,9.7875
797705,0.1532,-0.1341,9.7875
797754,0.1724,-0.1724,9.8067
797804,0.1532,-0.1724,9.7875
797855,0.1532,-0.1724,9.7875
797905,0.1341,-0.1724,9.8258
797955,0.1724,-0.1532,9.8258
798005,0.0575,-0.1341,9.8067
798055,0.0575,-0.1915,9.8258
798106,0.1341,-0.1724,9.8450
798155,0.1149,-0.2107,9.8258
798205,0.0766,-0.1341,9.8258
798255,0.0958,-0.1341,9.7300
798306,0.0766,-0.1149,9.7875
798355,0.1149,-0.1532,9.7875
798404,0.1341,-0.1149,9.7875
798454,0.0575,-0.1915,9.7492
798506,0.0575,-0.1341,9.7683
798554,0.0575,-0.1532,9.8067
798605,0.0958,-0.1724,9.7683
798655,0.0958,-0.1532,9.8067
798706,0.0383,-0.1532,9.8258
798754,0.1149,-0.1341,9.7683
798804,0.0383,-0.1532,9.7683
798855,0.0766,-0.1532,9.8641
798906,0.0958,-0.1915,9.7683
798954,0.0766,-0.1724,9.8258
799005,0.0575,-0.1341,9.8258
799055,0.0575,-0.1915,9.8067
799106,0.0192,-0.1915,9.8450
799155,0.1149,-0.1724,9.7875
799205,0.0766,-0.1341,9.8067
799255,0.0766,-0.2107,9.7492
799306,0.1149,-0.0766,9.7683
799355,0.1149,-0.1532,9.8067
799405,0.1149,-0.1532,9.8450
799455,0.1149,-0.1341,9.7109
799506,0.1341,-0.1341,9.8833
799554,0.1149,-0.1341,9.7492
799605,0.0575,-0.1724,9.8641
799655,0.1724,-0.1341,9.7492
799706,0.1532,-0.1149,9.8067
799754,0.1341,-0.1149,9.8450
799804,0.1149,-0.1532,9.8641
799855,0.1915,-0.0958,9.7300
799906,0.1532,-0.1915,9.8258
799955,0.2490,-0.1149,9.8258
800005,0.2107,-0.1341,9.7300
800055,0.2298,-0.1149,9.8258
800106,0.2107,-0.1149,9.8258
800155,0.2107,-0.1532,9.8067
800205,0.2298,-0.1341,9.8258
800255,0.2490,-0.1532,9.7683
800306,0.2298,-0.1341,9.7875
800355,0.2490,-0.1724,9.7109
800405,0.2490,-0.1724,9.8067
800455,0.3256,-0.1149,9.5960
800506,0.1532,-0.2298,9.8833
800554,0.2873,-0.0766,9.7492
800605,0.2682,-0.1532,9.7492
800655,0.2490,-0.1532,9.8067
800706,0.2107,-0.1341,9.7875
800754,0.2682,-0.1149,9.7683
800804,0.2107,-0.1532,9.8067
800855,0.2490,-0.1149,9.8450
800905,0.2490,-0.1724,9.7492
800955,0.2490,-0.1532,9.7875
801005,0.2298,-0.1532,9.8067
801055,0.2298,-0.1341,9.7875
801106,0.2298,-0.1724,9.8067
801155,0.2490,-0.1341,9.8067
801205,0.2298,-0.1532,9.8067
801255,0.2682,-0.1724,9.7492
801306,0.2298,-0.1341,9.8450
801355,0.2298,-0.1915,9.7109
801405,0.2682,-0.1724,9.6917
801455,0.3256,-0.0958,9.6534
801505,0.1724,-0.2298,9.8833
801554,0.1915,-0.1149,9.8641
801605,0.2682,-0.1724,9.7875
801655,0.2298,-0.1532,9.8067
801704,0.2298,-0.1341,9.7683
801756,0.2298,-0.1341,9.7492
801804,0.2298,-0.1724,9.8258
801855,0.2682,-0.0958,9.8450
801905,0.2682,-0.1149,9.7492
801955,0.2298,-0.1341,9.8067
802005,0.2298,-0.1532,9.8067
802055,0.2490,-0.1341,9.8067
802106,0.2298,-0.1341,9.7875
802154,0.2490,-0.1341,9.8258
802205,0.2298,-0.1532,9.7683
802255,0.2490,-0.1532,9.7875
802306,0.2298,-0.1915,9.7300
802355,0.2490,-0.1724,9.7492
802405,0.3256,-0.1341,9.6534
802455,0.1532,-0.2298,9.8641
802505,0.2298,-0.1149,9.8641
802555,0.2682,-0.1724,9.7683
802605,0.2107,-0.1149,9.9024
802655,0.2298,-0.1149,9.7875
802706,0.2298,-0.1149,9.7683
802758,0.1915,-0.1532,9.8450
802805,0.2682,-0.0958,9.8258
802855,0.2298,-0.1341,9.7683
802906,0.2107,-0.1341,9.7875
802955,0.2107,-0.1341,9.8067
803005,0.2107,-0.1341,9.8067
803055,0.1915,-0.1341,9.8258
803106,0.1915,-0.1341,9.7492
803155,0.1915,-0.1149,9.8258
803205,0.1724,-0.1532,9.7683
803255,0.1915,-0.1149,9.8450
803306,0.1724,-0.1341,9.7109
803355,0.0958,-0.1149,9.8067
803405,0.1915,-0.1149,9.8833
803455,0.1532,-0.1724,9.7875
803506,0.1341,-0.1341,9.8258
803555,0.0958,-0.1724,9.8833
803605,0.1149,-0.0958,9.7109
803655,0.0575,-0.1724,9.8450
803706,0.1341,-0.0958,9.8258
803754,0.0958,-0.1532,9.7683
803804,0.0575,-0.1341,9.8067
803855,0.0958,-0.0958,9.7492
803905,0.0383,-0.1341,9.8067
803955,0.0575,-0.1341,9.7875
804005,0.0383,-0.1341,9.7683
804055,0.0766,-0.1149,9.7300
804106,0.0958,-0.1149,9.8833
804155,0.0192,-0.1149,9.7492
804205,-0.0575,-0.1532,9.845
804255,0.0575,-0.1341,9.7875
804306,0.0192,-0.1532,9.7875
804355,0.0383,-0.1341,9.8067
804405,-0.0192,-0.1532,9.825
804455,0.0192,-0.1149,9.7492
804506,0.0000,-0.1724,9.7875
804555,0.0192,-0.1532,9.8258
804605,-0.0192,-0.1724,9.768
804655,0.0000,-0.0958,9.7683
804706,0.0000,-0.1341,9.7683
804755,0.0000,-0.1341,9.8258
804805,0.0192,-0.1532,9.8258
804855,0.0192,-0.1341,9.8450
804904,-0.0383,-0.1532,9.710
804955,-0.0383,-0.1341,9.845
805005,0.0192,-0.1532,9.8450
805055,0.0000,-0.1724,9.8450
805106,-0.0192,-0.0958,9.806
805155,-0.0383,-0.1724,9.864
805205,0.0575,-0.1532,9.6534
805256,0.0000,-0.1724,9.7875
805304,0.0383,-0.1341,9.7683
805355,0.0192,-0.2107,9.7492
805405,0.0575,-0.1341,9.7492
805455,0.0383,-0.0958,9.8067
805506,0.0000,-0.1341,9.8450
805555,0.0383,-0.1341,9.7875
805605,0.0575,-0.1532,9.7875
805655,0.0766,-0.1532,9.7109
805705,0.0000,-0.1532,9.8258
805756,0.0958,-0.1341,9.7683
805805,0.0766,-0.1149,9.8067
805855,0.0575,-0.0766,9.8258
805905,0.0192,-0.0958,9.7492
805956,0.0958,-0.0383,9.7875
806005,0.0575,-0.1341,9.8258
806055,0.1341,-0.0383,9.7875
806105,0.0575,-0.1149,9.7683
806156,0.0766,-0.1149,9.7683
806205,0.0575,-0.0766,9.7492
806255,0.0958,-0.1341,9.8258
806305,0.0575,-0.1149,9.8067
806356,0.0575,-0.0958,9.7683
806405,0.0575,-0.1341,9.8067
806455,0.0766,-0.0766,9.9216
806504,0.1532,-0.0766,9.5960
806555,0.0000,-0.1915,9.8450
806605,0.1532,-0.0192,9.7300
806655,0.1532,-0.1341,9.7875
806706,0.1149,-0.0575,9.8641
806754,0.0958,-0.0383,9.7683
806805,0.1532,-0.0575,9.7875
806855,0.1341,-0.1149,9.8067
806905,0.1341,-0.0766,9.8450
806956,0.1532,-0.1149,9.7683
807005,0.1341,-0.1149,9.7875
807055,0.1724,-0.0958,9.7875
807106,0.1724,-0.1149,9.7875
807156,0.1724,-0.1149,9.8067
807205,0.1724,-0.1341,9.7875
807255,0.2107,-0.1149,9.8067
807306,0.1915,-0.1341,9.7683
807356,0.1915,-0.1149,9.8067
807405,0.1915,-0.1915,9.7300
807455,0.1915,-0.1724,9.8067
807505,0.2873,-0.1149,9.5960
807555,0.0958,-0.2298,9.8641
807605,0.1341,-0.1341,9.9024
807655,0.2298,-0.1532,9.7683
807706,0.1915,-0.1341,9.8258
807756,0.1724,-0.1149,9.7875
807805,0.2107,-0.0958,9.7492
807855,0.1724,-0.1724,9.8067
807906,0.2107,-0.1149,9.8450
807955,0.2107,-0.1724,9.7492
808005,0.1915,-0.1532,9.8067
808054,0.1915,-0.1341,9.8067
808106,0.2107,-0.1341,9.7875
808156,0.1915,-0.1341,9.7875
808205,0.2107,-0.1341,9.8067
808255,0.1915,-0.1149,9.8067
808306,0.1915,-0.1149,9.8641
808356,0.2107,-0.1724,9.7492
808405,0.2490,-0.0958,9.9982
808455,0.2107,-0.2107,9.7109
808506,0.1532,-0.1532,9.8641
808554,0.2107,-0.0766,9.8258
808605,0.2873,-0.1341,9.7492
808655,0.1915,-0.1149,9.8258
808706,0.2107,-0.1149,9.8258
808756,0.2107,-0.1341,9.7875
808805,0.2107,-0.1341,9.7683
808854,0.2298,-0.1341,9.8258
808906,0.2107,-0.1341,9.7683
808956,0.2107,-0.1532,9.7683
809005,0.2107,-0.1149,9.8067
809055,0.2298,-0.1341,9.8067
809106,0.2298,-0.1532,9.7875
809156,0.0575,-0.1724,9.8833
809205,0.0000,-0.1149,9.9216
809255,0.6129,0.1149,9.6151
809306,0.2873,0.1341,9.7109
809356,0.3256,-0.0575,9.8833
809405,0.2873,0.0958,9.7683
809455,0.2298,-0.0192,9.8833
809506,0.3256,0.1341,9.8067
809555,0.4022,-0.0192,9.7683
809605,0.3065,-0.0192,9.8450
809655,0.2873,-0.0575,9.7683
809706,0.4788,0.0575,9.6917
809755,0.2298,0.0000,9.8833
809804,0.3831,-0.0192,9.8450
809855,0.2107,-0.0766,9.8067
809905,0.2298,-0.0192,9.7683
809956,0.2873,-0.0192,9.8067
810005,0.3065,-0.0766,9.8258
810055,0.2873,-0.0766,9.7875
810106,0.2298,-0.0192,9.7875
810156,0.3256,0.0575,9.7300
810204,0.2298,-0.0575,9.8641
810255,0.2873,-0.0958,9.6726
810306,0.1915,0.1341,9.7492
810356,0.1532,0.0192,9.9216
810405,0.2873,0.0766,9.7300
810455,0.2298,0.0766,9.7683
810506,0.1915,0.0192,9.7875
810555,0.1149,-0.0575,9.8258
810605,0.1149,0.0000,9.8258
810655,0.1532,0.0383,9.8258
810706,0.2298,-0.0383,9.8258
810755,0.1724,-0.1149,9.7300
810805,0.0958,-0.0575,9.8450
810855,0.1915,-0.0766,9.8067
810905,0.1532,-0.0575,9.8067
810954,0.1532,-0.0766,9.7492
811005,0.1724,-0.0766,9.7683
811055,0.1915,-0.0766,9.6917
811106,0.0958,-0.0958,9.8258
811156,0.1149,-0.1149,9.8833
811205,0.1532,-0.0766,9.7875
811255,0.1532,-0.1532,9.7875
811305,0.1341,-0.0575,9.8067
811356,0.0766,-0.0958,9.7683
811405,0.1149,-0.1341,9.8450
811455,0.1149,-0.0766,9.8450
811506,0.1532,-0.0766,9.7875
811555,0.1532,-0.1149,9.7683
811605,0.1149,-0.0766,9.8258
811655,0.1149,-0.0958,9.8258
811706,0.1149,-0.1149,9.7300
811756,0.1532,-0.1149,9.8833
811805,0.2107,-0.1149,9.6726
811855,0.0958,0.0192,9.7875
811906,0.1149,-0.1532,9.8833
811956,0.1341,-0.1532,9.7875
812005,0.1532,-0.1341,9.7875
812055,0.0575,-0.1341,9.8641
812106,0.1532,-0.1341,9.7300
812156,0.0766,-0.1915,9.8450
812205,0.1341,-0.1341,9.8641
812255,0.1149,-0.1149,9.7875
812305,0.0958,-0.1532,9.8258
812356,0.0766,-0.1149,9.8450
812405,0.1341,-0.1532,9.8258
812454,0.1149,-0.0958,9.8067
812506,0.1149,-0.1149,9.8641
812555,0.1724,-0.2107,9.7109
812605,0.0575,-0.0958,9.8258
812655,0.0958,-0.0958,9.8833
812706,0.1341,-0.0958,9.8258
812755,0.1149,-0.1532,9.7875
812805,0.0958,-0.0958,9.8641
812855,0.0958,-0.1532,9.7300
812905,-0.0192,-0.1915,9.864
812956,0.0575,-0.1915,9.8258
813005,0.0192,-0.1532,9.8450
813055,0.0766,-0.1724,9.7875
813105,-0.0575,-0.1149,9.825
813155,0.1915,-0.1341,9.8067
813205,-0.0766,-0.4022,9.845
813255,0.4597,-0.3448,9.5768
813306,0.2490,-0.2298,9.8450
813356,0.1915,-0.3065,9.7109
813405,0.0383,-0.4405,9.9024
813455,0.1341,-0.2490,9.7109
813506,-0.1149,-0.3448,9.883
813555,0.0000,-0.4405,9.7300
813605,-0.0766,-0.4214,9.768
813655,0.0000,-0.4214,9.8067
813705,-0.0192,-0.5555,9.864
813756,-0.0575,-0.6512,9.806
813805,0.0383,-0.5746,9.6343
813855,-0.0383,-0.4214,9.787
813905,-0.0192,-0.2107,10.078
813956,-0.0383,-0.1149,9.519
814005,-0.1532,-0.2682,9.749
814055,-0.3448,-0.2107,10.111
814106,0.7087,0.6895,9.6343
814154,0.3256,0.7087,9.7109
814205,-0.1915,-1.4940,10.176
814255,0.0575,0.0575,10.1323
814305,0.0766,-0.1341,9.7109
814356,0.3831,-0.1341,9.5768
814405,-0.4788,-0.6321,10.633
814455,-0.0192,0.1341,9.8067
814505,-0.2298,-0.3256,9.864
814556,0.0766,-0.0766,9.6343
814604,-0.1532,-0.2873,9.749
814655,-0.1724,0.1724,9.3470
814705,-0.8619,-0.3639,10.090
814756,-0.8045,0.6895,9.6726
814805,0.1532,-0.7661,9.5002
814855,-0.3256,-0.1915,10.633
814905,-0.2682,0.0575,9.7300
814956,0.8619,-0.5171,11.051
815005,1.3024,-0.9577,11.568
815055,2.7964,-1.3408,11.166
815105,5.7844,-2.0494,9.5577
815156,5.4396,-3.6009,9.0597
815205,7.7189,-5.0374,5.8802
815254,9.0597,-4.2904,6.8378
815306,8.8490,-4.2138,3.2561
815356,9.8641,-2.7007,4.4819
815405,8.6574,-1.5514,2.7390
815453,8.1211,-1.0151,-0.076
815503,7.7381,-0.7661,-0.498
815555,6.2824,1.2450,-1.3599
815605,5.8227,0.7853,-3.4860
815655,6.8187,-1.0534,-4.079
815705,7.7381,-1.9537,-4.577
815755,8.0445,-1.9920,-7.125
815804,9.0597,-2.6432,-5.209
815855,8.3510,-2.1835,-4.271
815905,8.0254,-0.9194,-2.892
815956,9.5385,-1.8196,-4.098
816005,8.5042,-0.0383,-3.773
816055,9.4427,-0.3256,-4.118
816104,9.7109,0.5555,-3.6392
816156,8.8873,0.6704,-4.6543
816205,8.7724,0.9194,-3.9265
816255,7.7189,1.1301,-4.2904
816305,7.3167,1.7430,-6.4931
816353,9.2512,7.4124,-4.5011
816403,5.5737,5.1523,-5.9951
816453,5.9568,4.9416,-5.7844
816503,6.4548,4.8267,-6.5314
816554,7.2975,3.9265,-4.2521
816603,7.3550,3.8690,-4.9608
816654,7.5274,3.1220,-5.1523
816705,7.1251,2.8730,-5.0949
816755,6.9911,3.1795,-5.8802
816805,6.6846,3.5817,-6.5122
816855,6.7612,3.3519,-5.5929
816905,6.5697,3.6200,-6.2441
816954,6.6080,3.6009,-5.8035
817004,6.2824,3.7733,-5.9759
817054,5.9951,3.9265,-7.1635
817105,6.1292,4.5394,-7.3933
